id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-PERFIL-DE-DESEMPENHO,"Os cinco degraus do Orçamento viram UM perfil de desempenho, e o microfone fica fora dele",Ligar tudo por default e tirar o botão? E atrelar isso a um perfil de desempenho?,cinco degraus como hoje | um perfil de desempenho que decide | perfil que inclui o microfone,"um perfil, com o microfone FORA dele","pôr o microfone dentro do perfil daria uma decisão só, ao custo de ligar um captador de som por efeito colateral",,src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py e novo-layout/mapa-das-portas.html,docs/usage/assets/readme_configuracoes.png,,troca cinco botões por três; a migração dos valores em disco é 1-para-1 e não perde nada,2026-08-24,decidida,"UM PERFIL DE DESEMPENHO no lugar dos cinco degraus, e o MICROFONE FORA dele, em linha própria. Medido em core/rumble.py: `_ORCAMENTO_COM_TETO` só casa com ""economia"" — `balanceado`, `max`, `auto` e o não-declarado devolvem None, e o teto alcança a vibracao e nada mais, coisa que a própria tela já confessa. São cinco botoes, quatro sem efeito, governando uma feature. O perfil (Tudo ligado / Bateria longa / Eu escolho) decide o que custa BATERIA. O microfone fica fora porque e o único que CAPTA A SALA: o mapa de canais registra que ele nasce desligado por privacidade E banda, e perfil que o liga sozinho transforma escolha de desempenho em escolha de privacidade feita pelas costas. Migração sem perda: economia->Bateria longa; balanceado/max/auto/vazio->Tudo ligado; custom->Eu escolho.",2026-08-24,"ela: ""que tal atrelarmos isso removendo essa parte e deixando o equivalente a essa parte como o perfil de desempenho?""",ela,
D-INTERRUPTOR-DE-FEATURE,"O interruptor de gatilho, vibração e barra de luz fica até alguém medir o preço em bateria","Tirar o liga/desliga dessas três, já que elas não custam pacote nenhum?",tirar agora | manter até medir o preço em bateria | manter para sempre,"manter até medir — e medir, porque a medição é barata e passiva","tirar agora limpa três telas, mas com base num custo que ninguém desta casa mediu","espera a trilha de BT fechar (§0.7), por decisão dela",docs/process/sprints/2026-08-24-O-PRECO-EM-BATERIA-01-o-botao-que-ninguem-sabe-se-serve.md,,,"dela: ~2 h de JOGO por perfil, três perfis, sem cronômetro — o battery_journal grava sozinho",2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. MANTER OS TRÊS INTERRUPTORES ATÉ A MEDIÇÃO (BAT-3, que é bancada DELA). Tirar botão é irreversível para quem depende dele; manter custa três linhas de tela. E a medição é barata e passiva — não justifica decidir no escuro. INTERINO: nenhum texto novo promete economia que ninguém mediu.",2026-08-25,"a auditoria do custo de cada feature: rádio medido, bateria nunca",delegacao,
D-LARGURA-APROVADA,As cinco entregas de largura aprovadas numa olhada com a janela maximizada,"As nove entregas de interface no código desde 31/07 ficam, ou alguma volta?",aprovar as cinco de largura numa olhada | aprovar tudo numa sessão de 15 min com jogo aberto | reprovar com foto | triar a fila inteira pela foto,,,,"DECISOES.md, pergunta 2 (a caixa marcada) · sprints LARGURA-01 e JANELA-FIEL-01",docs/usage/assets/readme_perfis.png,,cinco minutos passando pelas abas com Ctrl+PageDown,2026-08-01,decidida,APROVAR AS CINCO DE LARGURA numa olhada com a janela maximizada. A metade de geometria fecha e a E5-E8 pode começar. COLHIDA DO DECISOES.md em 25/08/2026: ela marcou a caixa no commit 4272438 (22/08) e a resposta nunca chegou a este arquivo — a casa seguiu contando está decisão como aberta por três dias.,2026-08-22,"DECISOES.md, pergunta 2; caixa marcada por ela em 22/08 e colhida em 25/08",ela,
D-E9-LACO-DE-ESCRITA,O E-9 autorizado até P2 sem ela na mesa; o P3 só com ela presente,"Você autoriza o E-9 — escrever até mil reports por segundo num controle nomeado, com os quatro na mesa?",autorizar P0/P1/P2 sem ela; P3 só com ela | autorizar tudo | não autorizar,,,,"DECISOES.md, pergunta 3 · sprint O-LACO-DE-ESCRITA-01, decisão D-38",,,2 min para decidir; ~45 min de mesa depois,2026-08-15,decidida,"AUTORIZO P0/P1/P2 AGORA, sem ela na mesa; o P3 só com ela presente. Razão dela: P1 e P2 são os dois valores que o produto JÁ usa (0,008 s e 0,032 s), então não há risco novo neles. COLHIDA DO DECISOES.md em 25/08/2026.",2026-08-22,"DECISOES.md, pergunta 3; caixa marcada por ela em 22/08 e colhida em 25/08",ela,
D-VIGIA-DO-STEAM-INPUT,Separar o conserto da decisão: o vigia avisa só quando há problema,O Hefesto continua instalando um vigia permanente que reaplica o desligamento do Steam Input a cada 30 min?,separar o conserto da decisão e avisar só quando houver problema | manter o vigia como está | tirar o vigia,,,,"DECISOES.md, pergunta 4",,,uma linha da unidade systemd; o aviso entra no cartão que já existe,2026-08-15,decidida,"SEPARAR O CONSERTO DA DECISÃO. O timer nascer `elapsed` depois de todo install.sh é DEFEITO, não política: conserta-se sem perguntar. Na tela, o guarda morto entra como achado do cartão ""Saúde do sistema"", que já existe e já emite avisos — em vez de uma linha permanente dizendo ""tudo bem"" 99% do tempo. COLHIDA DO DECISOES.md em 25/08/2026.",2026-08-22,"DECISOES.md, pergunta 4; caixa marcada por ela em 22/08 e colhida em 25/08",ela,
D-STEAM-SAI-DA-NAVEGACAO,"""steam"" e ""Steam"" saem do perfil Navegação","Um perfil de desktop pode casar com a janela do cliente Steam — o ""steam"" sai da lista do perfil Navegação?","tirar ""steam"" e ""Steam"" do perfil Navegação | manter e conviver com a troca no meio da partida",,ela perde o perfil de desktop enquanto navega na loja,,"DECISOES.md, pergunta 5 · o arquivo vivo ~/.config/hefesto-dualsense4unix/profiles/navegação.json",,,"uma linha, sem código",2026-08-15,decidida,"TIRAR ""steam"" e ""Steam"" do perfil Navegação. EXECUTADA em 25/08/2026, três dias depois de decidida, em DOIS lugares: `assets/profiles_default/navegacao.json` (a FÁBRICA — é o que alcança quem ainda não instalou) e o arquivo vivo dela. CORREÇÃO DE FATO (26/08/2026): esta linha dizia ""com backup em `navegacao.json.antes-de-tirar-steam-20260825`"", e esse arquivo NÃO EXISTE — nem no diretório de perfis dela, nem em lugar nenhum sob o HOME. O que existe é o histórico automático do produto, em `.historico/navegacao/`, com cinco versões datadas; e o `navegacao.json` vivo saiu do diretório dela em 26/08, para esse mesmo histórico. A mordida que impede o retorno é `tests/unit/test_a_fabrica_nao_casa_com_a_loja.py`, que roda a régua DO PRODUTO (`perfis_que_casam_com_o_cliente_steam`) sobre o diretório de fábrica — provada arrancando a cura e vendo reprovar. O aviso `perfil_casa_com_a_loja` do loader CONTINUA no produto de propósito: a fábrica curada só protege quem nasce hoje, e perfil escrito à mão ou herdado de instalação antiga continua alcançando o defeito.",2026-08-22,"DECISOES.md, pergunta 5; caixa marcada por ela em 22/08 e colhida em 25/08",ela,
D-SEMEAR-SO-OS-QUE-FALTAM,"Semear só os perfis de jogo que faltam, com desfazer do lote","Criar perfil por jogo: ela marca quais na lista, ou o produto semeia os treze de uma vez?","semear só os que faltam, mostrando os que já estão feitos, com desfazer do LOTE | ela marca um a um | semear os treze",,,,"DECISOES.md, pergunta 6",,,"o carregador já tem marca de semeadura, trava de arquivo e nunca-sobrescrever; a CLI já tem os subcomandos delete, historico e restore (noqa-acento: nomes de subcomando, ASCII de propósito)",2026-08-15,decidida,"SEMEAR SÓ OS QUE FALTAM, mostrando os que já estão feitos, e com DESFAZER DO LOTE. A pasta dela já tem 8 perfis de jogo, então ""os treze de 06/08"" esbarraria nos que existem; e apagar exatamente os N arquivos que o lote criou é o que o desfazer precisa saber fazer. COLHIDA DO DECISOES.md em 25/08/2026.",2026-08-22,"DECISOES.md, pergunta 6; caixa marcada por ela em 22/08 e colhida em 25/08",ela,
D-PERFIL-NAVEGACAO,"O perfil ""Navegação"" é homônimo da aba, e falta o perfil que não existe","Ela, à mão no DECISOES.md em 22/08: ""tava pensando que o perfil de navegação também não faz sentido já que temos uma aba de navegação que permite usar o controle. Temos que tirar o perfil de navegação também. o que acha?""","tirar o perfil | manter e RENOMEAR (ele não é redundante, é homônimo) | manter como está",manter e renomear — e abrir sprint para a feature que a pergunta dela revelou,"tirar o perfil apaga a cor e o tato do navegador, que é o que ele de fato faz; a aba não substitui isso","é decisão de produto dela, e a resposta abaixo é recomendação, não escolha","DECISOES.md, pergunta 5 (a nota manuscrita dela) · ~/.config/hefesto-dualsense4unix/profiles/navegação.json",,,renomear: uma linha. A feature que falta: sprint própria.,2026-08-22,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. MANTER E RENOMEAR. O ""perfil de navegação"" e a ""aba Navegação"" não são a mesma coisa: um é conjunto de ajustes gravado, a outra é a superfície que os usa. Não é redundância, é HOMONÍMIA — e homônimo se resolve com nome, não com remoção. A feature que a pergunta dela revelou (usar o controle como mouse sem perfil dedicado) vira sprint própria.",2026-08-25,"pergunta manuscrita dela no DECISOES.md em 22/08, respondida na conversa de 24/08 e materializada em 25/08",delegacao,
D-CONTA-ADITIVA-DO-RADIO,A conta de slots é aditiva? — a medição de dois minutos que decide o selo da barra,"Dois controles no mesmo adaptador somam mesmo 2x260 relatórios por segundo, ou o rádio cobra pedágio?","medir com dois controles (2 min de bancada) | assumir aditiva e manter o selo ""derivado"" | não medir e a barra some","medir — dois controles, dois minutos, sem tocar em hciN; fecha também a régua R4 do degrau 0.9.5","sem a medição a barra do Desempenho fica para sempre em ""derivado da conta"", e o número que decide a mesa cheia nunca sobe de grau",é bancada dela; nenhum agente pode medir por ela,"docs/process/sprints/2026-08-24-DESEMPENHO-A-CONTA-DE-SLOTS-01-*.md, BT-D1",,,"dois controles, dois minutos",2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. INTERINO ATÉ A BANCADA DELA: a barra CONTINUA com o selo ""derivado"" e o produto NÃO afirma aditividade. Dois controles no mesmo adaptador podem não somar 2x260 relatórios por segundo, e afirmar que somam é exatamente a classe de erro que o mapa de canais existe para impedir. A medição são dois minutos com dois controles, sem tocar em hciN, e é dela.",2026-08-25,"DESEMPENHO-A-CONTA-DE-SLOTS-01, pergunta BT-D1",delegacao,
D-ORDEM-IGNORADA-VOLTA,Ordem de serviço que ela mandou ignorar volta quando o arranjo muda?,"Recomendação dispensada por ela reaparece quando ela mexe nos cabos, ou nunca mais?","volta quando o arranjo muda | nunca mais, até ela reativar | volta depois de N dias","volta quando o arranjo muda — ela mexeu, o conselho pode ter mudado","""nunca mais"" tira do produto o direito de avisar de algo NOVO no mesmo lugar; ""N dias"" inventa um número que ninguém mediu",decide a forma do dado em disco (a dispensa guarda ou não o arranjo junto) e se o produto tem licença para voltar a falar de algo que ela mandou calar,"docs/process/sprints/2026-08-24-ORDEM-DE-SERVICO-01-*.md, §8.2 e §13.2",,,muda o esquema do maquina.json: a dispensa guarda o arranjo ou só o id da ordem,2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. VOLTA QUANDO O ARRANJO MUDA. Ela mexeu nos cabos: o conselho pode ter mudado, e um conselho dispensado sobre um arranjo que não existe mais não é o mesmo conselho. ""Nunca mais"" transforma um gesto de um segundo em decisão permanente sem avisar; ""depois de N dias"" inventa um número que ninguém mediu. A chave do dispensado é o ARRANJO, não a recomendação.",2026-08-25,ORDEM-DE-SERVICO-01 §13.2; recomendação dada na conversa de 24/08 sem confirmação dela,delegacao,
D-LINHA-DO-GANHO-NAO-MEDIDO,"A terceira linha da ordem (""ganho não medido nesta máquina"") fica visível?","A linha que confessa que o ganho não foi medido aparece em toda ordem, ou some?","sempre visível | só no tooltip enquanto não houver medição | some, e o selo do card diz ""sem medição""",sempre visível — é o que impede raciocínio de se vestir de medição,"custa uma linha de tela em TODA ordem, numa aba que já pede 2505 px","é o que se vê ao abrir, então cai na regra D3 (o olho dela antes)","docs/process/sprints/2026-08-24-ORDEM-DE-SERVICO-01-*.md, §13.3",docs/process/sprints/2026-08-24-ABA-CONEXOES/mockup/mapa-das-portas.html,,uma linha por ordem de serviço,2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. SEMPRE VISÍVEL. É a linha que impede raciocínio de se vestir de medição — o defeito mais caro desta casa depois da cura escrita e nunca ligada. Esconder no tooltip é o mesmo que esconder: o produto passa a parecer que mediu. E o público-alvo não tem guia de USB para desconfiar sozinho.",2026-08-25,ORDEM-DE-SERVICO-01 §13.3,delegacao,
D-O-QUE-O-PRODUTO-DIZ-SEM-SABER,O que a tela diz quando é o PRODUTO que não sabe,"Qual a palavra do produto para ""eu não consegui medir isto"" — e ela é a mesma do ""você não declarou""?","""Não sei"" para os dois | palavras diferentes: ""não medi"" contra ""você não declarou"" | só a segunda, e a primeira vira ausência declarada","palavras diferentes — ausência de medição e ausência de declaração são coisas distintas, e confundi-las é o F7",duas palavras onde havia uma é mais texto numa aba já cheia,"é vocabulário de tela, e o léxico é decisão dela","docs/process/sprints/2026-08-24-CONFIGURACOES-O-LEXICO-01-*.md, P3 (LEX-8)",,,vocabulário; a casa já tem a distinção no mapa de canais (de_onde_sei contra célula vazia),2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. PALAVRAS DIFERENTES. ""Não medi"" (ausência de medição, é do produto) e ""você não declarou"" (ausência de declaração, é da pessoa) são coisas distintas, e confundi-las é literalmente o defeito de forma F7. A casa já tem a distinção no mapa de canais, na coluna de_onde_sei contra célula vazia — a tela passa a falar a mesma língua que o dado.",2026-08-25,"CONFIGURACOES-O-LEXICO-01, P3",delegacao,
D-REDACAO-DAS-DUAS-PERGUNTAS-DE-RADIO,"A redação de ""Altura da antena"" e ""Linha de visada""",As duas perguntas que ela disse não entender ficam nesta redação?,"""O dongle fica acima da cabeça de quem joga sentado?"" e ""Tem gente sentada entre o dongle e o sofá?"" | outra redação dela | tirar as duas",a redação proposta — o conteúdo vale (o guia mede que subir 40 cm rende mais que aproximar 5 m); as palavras é que estavam erradas,"tirar as duas perde o fator que o guia chama de ""o mais subestimado""","texto novo, e ela disse literalmente ""não faço ideia"" das duas palavras de hoje","docs/process/sprints/2026-08-24-CONFIGURACOES-O-LEXICO-01-*.md, P2 (LEX-9)",docs/usage/assets/readme_configuracoes.png,,duas frases,2026-08-24,decidida,"DECIDIDA POR DELEGAÇÃO (25/08, madrugada, ela ausente 7 h; palavra dela: ""vc tem via specs e projeto tudo o que é necessário pra tomar todas as decisões""). REVERSÍVEL NUMA FRASE. A REDAÇÃO PROPOSTA ENTRA, marcada para o olho dela. ""O dongle fica acima da cabeça de quem joga sentado?"" e ""Tem gente sentada entre o dongle e o sofá?"". O conteúdo vale — o guia mede que subir 40 cm rende mais que aproximar 5 m —; o que estava errado eram as palavras, e ela disse literalmente ""não faço ideia"" das duas de hoje. Jargão que a pessoa teria de pesquisar é defeito, não precisão.",2026-08-25,"queixa dela em 24/08: ""Eu não sei o que é altura da antena. nem linha de visada. sinceramente não faço ideia.""",delegacao,
