id,controle,familia,feature,transporte,aparelho_aceita,aparelho_confianca,aparelho_evidencia,hefesto_aciona,codigo_ref,canal,comando,report_id,offset,detalhe,teste_que_morde,mordida,mordida_provada_em,grau,provado_em,provado_por,validade_dias,assimetria_declarada,estado_hoje,ressalva
dualsense.gatilho_leitura_do_estado_o_que_o_gatilho_es.usb,dualsense,gatilho,Gatilho — LEITURA do estado (o que o gatilho está sentindo),usb,sim,afirmado-no-doc,Busca em toda a árvore não encontra leitura nenhuma desse nibble. Era a entrega E5 da TRIGGER-CANON-01 e ficou de fora.,não,,hidraw,"Nibble ALTO do byte de status de cada gatilho no report de ENTRADA (a Apple nomeia os estados: feedbackNoLoad, weaponFiring, etc.).",0x01,não localizado no código (nenhum consumidor),,,,,,,,,,,O offset exato do byte de status não está registrado no código deste projeto — não localizado.
dualsense.gatilho_leitura_do_estado.bluetooth,dualsense,gatilho,Gatilho — LEITURA do estado,bluetooth,sim,afirmado-no-doc,,não,,outro,"idem, no report 0x31 de entrada.",0x31,não localizado,,,,,,,,,,,
dualsense.girosc_pio_dado_para_o_jogo_espelho_ao_vpad.usb,dualsense,movimento,Giroscópio — dado para o JOGO (espelho ao vpad),usb,sim,medido,"SENSOR-VIVO-01 (29/07): giroscópio CHEGA ao jogo, motion_streaming=true, motion_hz=189,2.",sim,"core/physical_report_reader.py:102-118, :288-311, :970",uhid,"2º fd O_RDONLY no hidraw do físico; `_struct_base` reconhece o report 0x01 e o payload começa em report[1]; copia VERBATIM report[16..40] (payload[15..39]) para `vpad.forward_motion`, injetado no report 0x01 do vpad via /dev/uhid.",0x01 (entrada USB),giroscópio payload[15..20] = report[16..21],"Zero matemática no caminho — cópia byte a byte. Escala do aparelho: 1024 LSB por grau/s (±2048 °/s), confirmado no fonte do kernel instalado.",,,,MONTOU,,,,,,"Teto de silêncio antes de largar o fd: 1,0 s por USB (contra 30,0 s por BT), decidido pelo bus HID do sysfs."
dualsense.girosc_pio_dado_para_o_jogo_espelho_ao_vpad.bluetooth,dualsense,movimento,Giroscópio — dado para o JOGO (espelho ao vpad),bluetooth,sim,medido,Medido 03/08 com os controles PARADOS: ~300 Hz de reports lidos do hidraw. O DualSense por BT NÃO emudece em repouso — a premissa BT-SURDO-01 caiu.,sim,core/physical_report_reader.py:285-311,uhid,"idem, mas o portão EXIGE report 0x31 com 78 bytes exatos e CRC-32 válido (seed 0xA1 sobre os 74 primeiros); payload começa em report[2]; janela = report[17..42].",0x31 (entrada BT),giroscópio payload[15..20] = report[17..22],"Teto de silêncio de 30,0 s por BT (o motivo original — ""o firmware BT emudece em repouso"" — foi refutado; o teto continua por outro defeito).",,,,MONTOU,,,,,,"FURO ABERTO (BT-FURO-FINO-01 defeito 1), CONFIRMADO NO CÓDIGO HOJE: `_struct_base` NÃO testa o bit1 de report[1] (INPUT_FLAG_AUDIO = 0x02). O pacote de áudio do microfone tem o MESMO id 0x31, o MESMO tamanho e CRC VÁLIDO — logo bytes de Opus entrariam como giroscópio. O irmão dualsense_bt_audio.py:265 FAZ a checagem. Inerte só porque a ponte de mic nasce DESLIGADA."
dualsense.girosc_pio_n_mero_para_a_interface.usb,dualsense,movimento,Giroscópio — número para a INTERFACE,usb,sim,inferido-do-codigo,,sim,"core/evdev_reader.py:1754-1768, :1460; daemon/sensor_hub.py",evdev,"Nó evdev ""… Motion Sensors"" já decodificado pelo kernel; lê ABS_RX/RY/RZ e divide pela `resolution` que o node DECLARA (o hardcode 1024 é só fallback). Nasce e morre por demanda no SensorHub (TTL 5 s).",—,ABS_RX / ABS_RY / ABS_RZ,Existe mesmo com a emulação desligada.,,,,MONTOU,,,,,,Funcionava por ACIDENTE até 09/08: o kernel classifica o nó como ID_INPUT_ACCELEROMETER=1 e a 70-uaccess.rules do sistema só dá ACL a ID_INPUT_JOYSTICK. Só funcionava porque ela está no grupo `input` POR FORA do produto. Curado com a regra 72-hefesto-touchpad-motion-uaccess.rules.
dualsense.girosc_pio_n_mero_para_a_interface.bluetooth,dualsense,movimento,Giroscópio — número para a INTERFACE,bluetooth,sim,inferido-do-codigo,,sim,core/evdev_reader.py:1771-1840,evdev,idem — o nó evdev é criado pelo kernel nos dois transportes; a rota não ramifica.,—,ABS_RX / ABS_RY / ABS_RZ,,,,,MONTOU,,,,,,
dualsense.girosc_pio_taxa_declarada_vs_entregue.ambos,dualsense,movimento,Giroscópio — TAXA declarada vs entregue,ambos,sim,incerto,Confirmado que o vpad é Edge por construção. A TAXA nunca foi medida.,parcial,integrations/uhid_gamepad.py:123,uhid,"O SDL declara DualSense USB 250 Hz, BT 1000 Hz, Edge USB 1000 Hz. O vpad deste projeto se declara EDGE (PID 0x0DF2) e entrega os ~250 Hz do físico.",—,—,Um jogo que integre velocidade angular pela taxa DECLARADA teria escala 4x errada.,,,,,,,,,,"NÃO MEDIDO, e a ""sprint GYRO-EDGE-RATE-01"" que a referência canônica cita NÃO EXISTE como arquivo. Só medível contra a SDL3 que a Steam distribui, nunca contra a libSDL2 do sistema."
dualsense.aceler_metro_dado_para_o_jogo.usb,dualsense,movimento,Acelerômetro — dado para o JOGO,usb,sim,inferido-do-codigo,O kernel confirma DS_ACC_RES_PER_G = 8192 (±4 g).,sim,core/physical_report_reader.py:102-107,uhid,Viaja como bytes OPACOS dentro da mesma janela de 25 B copiada ao vpad (payload[21..26]).,0x01,payload[21..26] = report[22..27],,,,,MONTOU,,,,,,"O nome ""janela de motion"" subestima o que ela carrega: giroscópio, acelerômetro, sensor_timestamp E os dois pontos de toque."
dualsense.aceler_metro_dado_para_o_jogo.bluetooth,dualsense,movimento,Acelerômetro — dado para o JOGO,bluetooth,sim,inferido-do-codigo,,sim,core/physical_report_reader.py:296-315,uhid,"idem, sob o portão de CRC do 0x31 (payload[21..26] = report[23..28]).",0x31,payload[21..26] = report[23..28],,,,,MONTOU,,,,,,
dualsense.aceler_metro_n_mero_para_a_interface.ambos,dualsense,movimento,Acelerômetro — número para a INTERFACE,ambos,sim,inferido-do-codigo,Não há acelerômetro na interface. Nenhum caminho do Hefesto o converte em número.,não,core/evdev_reader.py:1781-1783,evdev,"Nenhum. O `MotionSensorReader` diz explicitamente que ABS_X/Y/Z são o acelerômetro e ""não entram aqui"".",—,ABS_X / ABS_Y / ABS_Z (não lidos),"Para o produto, o acelerômetro não é um número — é PASSAGEM.",,,,,,,,,,"Não há registro dizendo se isso é lacuna ou decisão. A pergunta ""alguém quer o acelerômetro em número?"" não está respondida em lugar nenhum."
dualsense.calibra_o_da_imu_feature_report_0x05.usb,dualsense,movimento,Calibração da IMU (feature report 0x05),usb,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:1069-1131, :87-123",hidraw,"HIDIOCGFEATURE num fd efêmero (NÃO a get_feature_report da hidapi, que corta o report id), 41 bytes; carimbado no blueprint do vpad.",0x05 (feature),41 bytes,"IMUTÁVEL por unidade — cachear por MAC está certo. Sem isso, a calibração canônica de UMA unidade faz as outras derivarem.",,,,MONTOU,,,,,,
dualsense.calibra_o_da_imu_feature_report_0x05.bluetooth,dualsense,movimento,Calibração da IMU (feature report 0x05),bluetooth,sim,inferido-do-codigo,É o ÚNICO ramo por transporte na leitura de feature.,sim,core/backend_pydualsense.py:1125,hidraw,"idem, mas SÓ por BT os quatro últimos bytes são validados como CRC-32 seed 0xA3 antes de aceitar. Falha ⇒ None e o vpad fica com o 0x05 canônico embutido.",0x05 (feature),4 últimos bytes = CRC-32 seed 0xA3,,,,,MONTOU,,,,,,
dualsense.touchpad_os_dois_pontos_de_toque_ao_jogo.usb,dualsense,toque,Touchpad — os DOIS pontos de toque (ao jogo),usb,sim,medido,Medido ao vivo com o dedo FORA do touchpad: o 0x80 aparece em payload[32] e payload[36].,sim,integrations/uhid_gamepad.py:455-486; core/physical_report_reader.py:102-107,uhid,Viajam dentro da janela crua de 25 B copiada ao vpad: payload[32..35] e payload[36..39].,0x01,payload[32..35] e [36..39] = report[33..36] e [37..40],"Geometria confirmada no fonte do kernel: 1920x1080, 2 pontos, DS_TOUCH_POINT_INACTIVE = BIT(7) — a flag de contato é INVERTIDA (0x80 = SEM dedo).",,,,MONTOU,,,,,,
dualsense.touchpad_os_dois_pontos_de_toque_ao_jogo.bluetooth,dualsense,toque,Touchpad — os DOIS pontos de toque (ao jogo),bluetooth,sim,inferido-do-codigo,,sim,core/physical_report_reader.py:296-315,uhid,"idem, sob o portão de CRC do 0x31.",0x31,payload[32..35] e [36..39] = report[34..37] e [38..41],,,,,MONTOU,,,,,,Mesmo furo do bit de ÁUDIO: um quadro Opus com CRC válido entraria como pontos de toque.
dualsense.touchpad_o_clique_bot_o.usb,dualsense,toque,Touchpad — o CLIQUE (botão),usb,sim,medido,"SENSOR-VIVO-01: o clique NÃO chegava ao jogo — faltava uma linha de fiação, curada.",sim,"core/physical_report_reader.py:126-130, :815",uhid,"Bit 0x02 do payload[9] (BUTTONS2_OFFSET / TOUCHPAD_CLICK_BIT), lido por BORDA e entregue a `vpad.forward_touchpad_click`. O kernel nomeia o mesmo bit DS_BUTTONS2_TOUCHPAD.",0x01,payload[9] & 0x02 = report[10] & 0x02,"Não vem na janela de motion: tem caminho próprio, mas passa pelo MESMO `_struct_base` — um portão, dois consumidores.",,,,MONTOU,,,,,,"A disciplina é deliberada: se o clique tivesse parser próprio sem CRC, rádio corrompido viraria mapa abrindo sozinho no meio da partida."
dualsense.touchpad_o_clique_bot_o.bluetooth,dualsense,toque,Touchpad — o CLIQUE (botão),bluetooth,sim,inferido-do-codigo,,sim,"core/physical_report_reader.py:120-130, :288-311",uhid,"idem, com o portão de CRC do 0x31: payload[9] = report[11].",0x31,payload[9] & 0x02 = report[11] & 0x02,,,,,MONTOU,,,,,,
dualsense.touchpad_cursor_do_mouse_o_dedo.usb,dualsense,toque,Touchpad — cursor do mouse (o dedo),usb,sim,medido,VALIDADO POR ELA no desktop e no jogo (fd2bcb2).,sim,core/evdev_reader.py:1502-1546; daemon/subsystems/mouse.py:168-176,evdev,"Nó evdev separado ""… Touchpad"": ABS_X (0-1919), ABS_Y (0-1079), BTN_TOUCH → `TouchpadReader.consume_motion()` → REL_X/REL_Y no mouse uinput.",—,ABS_X / ABS_Y / BTN_TOUCH,"Leitura de UM dedo só — não há slot de multitoque (nenhum ABS_MT no arquivo). O aparelho entrega dois pontos e o vpad os repassa crus, mas o Hefesto enxerga um dedo.",,,,MONTOU,,,,,,"O curinga NOSSO `*DualSense*Touchpad` da regra 76 apagava o touchpad FÍSICO do libinput em USB, BT, Edge e vpad, nos TRÊS modos — o dedo andava e o cursor não. Curado: só o VPAD fica fora do libinput."
dualsense.touchpad_cursor_do_mouse_o_dedo.bluetooth,dualsense,toque,Touchpad — cursor do mouse (o dedo),bluetooth,sim,inferido-do-codigo,,sim,"core/evdev_reader.py:1448, :1502-1546",evdev,"idem — nó evdev criado pelo kernel nos dois transportes, sem ramo.",—,ABS_X / ABS_Y / BTN_TOUCH,,,,,MONTOU,,,,,,Mesma armadilha de ACL do giroscópio: ID_INPUT_TOUCHPAD=1 não ganhava ACL da 70-uaccess.rules. Curado em 09/08.
dualsense.touchpad_escrita_qualquer.ambos,dualsense,toque,Touchpad — ESCRITA (qualquer),ambos,não,inferido-do-codigo,"O campo `TouchpadColor` da pydualsense é, na verdade, a COR DA LIGHTBAR em common[44..46] — o nome engana.",não,,outro,"Não existe. Não localizei report, offset nem bit de saída de touchpad em src/.",—,—,,,,,,,,,,,
dualsense.microfone_mudo_no_firmware.usb,dualsense,audio,Microfone — MUDO no firmware,usb,sim,medido,,sim,"core/backend_pydualsense.py:793-798, :627-643, :2654; cli/app.py:211",hidraw,"output 0x02, common[9] bit4 (POWER_SAVE_MIC_MUTE = 0x10), autorizado por valid_flag1 bit1 (0x02). CLI `hefesto mic mute|unmute|release`; IPC `mic.set {muted: bool|null}`.",0x02,common[9] bit 0x10 = report[10]; flag1 0x02,"TRÊS estados, e a distinção é a doutrina AUDIO-OWNER-01: `true` muta; `false` é uma ORDEM (""desmuta"", e o hefesto passa a AFIRMAR isso em todo report, tirando o botão físico do jogo); `null` DEVOLVE a posse ao hid-playstation. A chave é obrigatória (omiti-la é erro -32003).",,,,MONTOU,,,,,,"Confundir `false` com `null` foi o defeito dos dois escritores: mandar common[9]=0x00 com o enable ligado a 60 Hz é ""desmuta"" por cima da decisão do kernel."
dualsense.microfone_mudo_no_firmware.bluetooth,dualsense,audio,Microfone — MUDO no firmware,bluetooth,sim,medido,Medido 03/08: mudo = 100% → 46% → 100%. A posse EVAPORA.,parcial,"core/backend_pydualsense.py:793-798, :476",hidraw,"output 0x31, common[9] = report[12]; flag1 0x02. Mesmo caminho, só o envelope muda.",0x31,common[9] bit 0x10 = report[12],`_mic_mute_desejado` é atributo de INSTÂNCIA do `_PinnedPyDualSense`. O handle é RECRIADO a cada reconexão e o `_reapply_desired` só re-pendura os `_OUTPUT_FIELDS` e os blocos crus de gatilho.,,,,,,,,,,"MIC-BT-DONO-01 continua PROPOSTA: um `mic unmute` evapora no próximo handle novo, em silêncio, e o firmware volta a mudo. Como reconexão é rotina no rádio, o defeito é muito mais visível por BT."
dualsense.microfone_led_do_bot_o_de_mudo.usb,dualsense,luz,Microfone — LED do botão de mudo,usb,sim,medido,Confirmado no código hoje: flag1 nasce com 0x01 ligado e NÃO é limpo em ramo nenhum; common[8] é escrito SEM `if`.,sim,"core/backend_pydualsense.py:793, :751, :2403-2416",hidraw,"output 0x02, common[8], autorizado por valid_flag1 bit0 (0x01).",0x02,common[8] = report[9]; flag1 0x01,,,,,MONTOU,,,,,,"LED-SEM-DONO-01 ABERTA: o common[8] é o único byte de áudio que ficou sem a disciplina de posse. Enquanto isso valer, ""o LED está apagado"" NÃO prova nada, e qualquer aceite que use o LED como evidência nasce inválido. A docstring de set_mic_led ainda diz ""outReport[9] USB / outReport[10] BT"" — o correto por BT é report[11]."
dualsense.microfone_led_do_bot_o_de_mudo.bluetooth,dualsense,luz,Microfone — LED do botão de mudo,bluetooth,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:793, :751",hidraw,"output 0x31, common[8] = report[11]; flag1 0x01.",0x31,common[8] = report[11],,,,,MONTOU,,,,,,Mesma falta de dono do USB.
dualsense.microfone_volume.usb,dualsense,audio,Microfone — VOLUME,usb,sim,medido,"Busca por `microphone=` em src/ e tests/ devolve ZERO chamadas — confirmado hoje. O byte 6 nunca é escrito, o bit 0x40 nunca liga, o firmware segue dono do campo.",não,core/backend_pydualsense.py:644-672 (sem chamadores),hidraw,"output 0x02, common[6], teto REAL 0x40, autorizado por valid_flag0 bit6 (0x40). Porta existe: `set_audio_volumes(microphone=...)`.",0x02,common[6] = report[7]; flag0 0x40,Cura escrita e nunca ligada — a classe de defeito mais cara desta casa.,,,,,,,,,,"O kernel desta máquina NOMEIA o campo (`mic_volume`, comentário `0x0 - 0x40`), então a faixa não é de comunidade: está no fonte."
dualsense.microfone_volume.bluetooth,dualsense,audio,Microfone — VOLUME,bluetooth,sim,inferido-do-codigo,Mesma ausência de chamador.,não,core/backend_pydualsense.py:644-672,hidraw,"output 0x31, common[6] = report[9]; flag0 0x40.",0x31,common[6] = report[9],,,,,,,,,,,
dualsense.microfone_capta_o_do_udio_o_sinal.usb,dualsense,audio,Microfone — CAPTAÇÃO do áudio (o sinal),usb,sim,medido,O drop-in 51-hefesto-dualsense-no-default-source.conf INVERTEU de sentido em 08/08: deixou de SUPRIMIR e virou PROMOTOR (priority.session = 1500).,sim,integrations/audio_control.py:1-60; cli/app.py:211,alsa-pipewire,"Placa USB Audio do próprio controle (snd-usb-audio) → PipeWire. Gestos: CLI `hefesto mic on|off|promote|demote` (mexe em drop-ins do WirePlumber, não em HID).",—,—,"O nome do arquivo é o FÓSSIL da regra antiga e ajudou a esconder a inversão — o doctor continuou imprimindo [FAIL] para a condição que o próprio produto criava, até 10/08.",,,,MONTOU,,,,,,"A regra udev 75-ps5-controller-disable-usb-audio.rules DESLIGA as interfaces de áudio USB do controle por inteiro (sem mic E sem fone). É OPT-IN — só instalada com `install_udev.sh --disable-usb-audio`. Se estiver instalada, TODA esta linha e as de alto-falante/fone/haptics por cabo ficam mortas."
dualsense.microfone_capta_o_do_udio_o_sinal.bluetooth,dualsense,audio,Microfone — CAPTAÇÃO do áudio (o sinal),bluetooth,sim,medido,"Medido ao vivo em 25/07, protocolo conferido byte a byte contra o DS5Dongle. O DualSense NÃO anuncia perfil de áudio BT: UUIDs = HID 0x1124 + PnP 0x1200; Class of Device 0x002508, com o bit de ÁUDIO (0x200000) AUSENTE.",parcial,"integrations/dualsense_bt_audio.py:27-53, :262-266; daemon/subsystems/bt_mic.py:57-73",hidraw,"NÃO há A2DP/HFP. Ponte por HID: ligar = output 0x32 de 142 B, corpo TLV [0x11|0x80][1][0b011 liga / 0b010 desliga], CRC-32 seed 0xA2 em [138..141]. Ouvir = input 0x31 com bit1 do byte [1] ligado, 71 B de Opus mono 48 kHz em [3..73], CRC seed 0xA1. CLI `hefesto mic bt` / `mic bt-status`.","0x32 (saída) / 0x31 (entrada, bit de áudio)","TLV tag 0x11|0x80; entrada report[1] & 0x02, Opus em [3..73]","IMPLEMENTADO POR INTEIRO, mas NASCE DESLIGADO por opt-in (HEFESTO_DUALSENSE4UNIX_BT_MIC=1). Duas razões escritas: privacidade e banda. Não confundir ""não implementado"" com ""não ligado por padrão"".",,,,,,,,,,"Preço MEDIDO: mic desligado 260,4 Hz de input; ligado 170,5 Hz de input + 106,2 Hz de áudio. O áudio não abre canal novo — divide a fila. BT-MIC-GATING-01 ABERTO. E os números publicados de ""55-75% de mudo / ~40% do sinal"" estão CADUCOS (obtidos com um desmutador acidental no ar) — o README ainda os publica."
dualsense.alto_falante_volume.usb,dualsense,audio,Alto-falante — VOLUME,usb,sim,medido,"O kernel escreve speaker_volume = 0x64 com o comentário ""the accepted range seems to be [0x3d..0x64]"".",sim,core/backend_pydualsense.py:2497-2610; cli/app.py:251,hidraw,"output 0x02, common[5], teto 0xFF, autorizado por valid_flag0 bit5 (0x20). CLI `hefesto speaker volume <0-100>`; IPC `speaker.set {volume: 0-255}`.",0x02,common[5] = report[6]; flag0 0x20,O mesmo pedido escreve o fone (common[4]) e o alto-falante (common[5]). Duas guardas de raiz: `muted` sem volume conhecido é RECUSADO; pedido sem volume herda o valor VIGENTE em vez de assumir zero.,,,,MONTOU,,,,,,"A RÉGUA mede hardware que o código não produz mais: a curva de speaker_scale.py (mudo até 38, satura em 102) foi levantada SEM o pré-amplificador, que o código passou a escrever em 01/08. E2 da SOM-ROTA-01 não entregue."
dualsense.alto_falante_volume.bluetooth,dualsense,audio,Alto-falante — VOLUME,bluetooth,sim,inferido-do-codigo,Implementado sem gate de transporte — mas NÃO MEDIDO por BT.,sim,"core/backend_pydualsense.py:780-790, :852",hidraw,"output 0x31, common[5] = report[8]; flag0 0x20. Sem gate de transporte.",0x31,common[5] = report[8],,,,,MONTOU,,,,,,"Mexer no volume por BT é mexer no volume de algo que NINGUÉM está tocando, porque não há caminho de dados de áudio de saída por BT."
dualsense.alto_falante_pr_amplificador.usb,dualsense,audio,Alto-falante — PRÉ-AMPLIFICADOR,usb,sim,medido,"O kernel 6.18 escreve TRÊS campos para o alto-falante soar: rota (common[7]), volume (common[5]) e pré-amp (common[37]). Esta árvore escrevia SÓ o volume até 01/08.",sim,core/backend_pydualsense.py:780-790; core/ds_output_report.py:144-160,hidraw,"output 0x02, common[37] bits 0-2 (SP_PREAMP_GAIN, valor 0x2 = +6 dB), autorizado por valid_flag1 bit7 (0x80). Escrito SEMPRE junto do volume.",0x02,common[37] bits 0-2 = report[38]; flag1 0x80,,,,,MONTOU,,,,,,"DIVERGÊNCIA doc×código: a §3 da referência canônica ainda afirma ""este projeto escreve só o volume"" — descreve o estado ANTERIOR à cura e induz a repetir trabalho feito."
dualsense.alto_falante_pr_amplificador.bluetooth,dualsense,audio,Alto-falante — PRÉ-AMPLIFICADOR,bluetooth,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:780-790, :852",hidraw,"output 0x31, common[37] = report[40]; flag1 0x80.",0x31,common[37] bits 0-2 = report[40],,,,,MONTOU,,,,,,
dualsense.alto_falante_rota_de_sa_da_o_caso_zelda.usb,dualsense,audio,Alto-falante — ROTA de saída (o caso Zelda),usb,sim,medido,"MEDIDO COM A ORELHA DELA em 02/08, sinal estéreo de canais diferentes (440 Hz à esquerda, 1200 Hz à direita): rota 3 ela OUVIU o bipe; rota 0 (sem fone plugado) ela NÃO ouviu. O OUTPUT_PATH_SEL surte efeito neste firmware.",sim,core/backend_pydualsense.py:259-287; daemon/ipc_handlers.py:3452-3467,hidraw,"output 0x02, common[7] bits 4-5 (OUTPUT_PATH_SEL), autorizado por valid_flag0 bit7 (0x80). Valores: 0 estéreo→fone, 1 L→fone mono, 2 L→fone e R→ALTO-FALANTE, 3 R→alto-falante. IPC `speaker.set {rota: 0-3}`.",0x02,common[7] bits 4-5 = report[8]; flag0 0x80,"O byte 7 carrega DUAS coisas — a rota (bits 4-5) E o caminho do microfone (bits 0-3, 6-7). A base é `FORCE_INTERNAL_MIC` (0x01), a mais conservadora afirmável, porque NÃO HÁ COMO LER o byte que o firmware usa.",,,,MONTOU,,,,,,"REGRESSÃO MEDIDA em 02/08: ao pedir rota, o common[7] era escrito com base ZERO, apagando o FORCE_INTERNAL_MIC — o `parec` foi de 131072 bytes para ZERO e voltou quando a posse foi devolvida. Curada. O ipc-unix-socket.md ainda diz que common[7] não tem dono."
dualsense.alto_falante_rota_de_sa_da.bluetooth,dualsense,audio,Alto-falante — ROTA de saída,bluetooth,sim,inferido-do-codigo,Implementado sem gate; não medido por BT.,sim,"core/backend_pydualsense.py:259-287, :852",hidraw,"output 0x31, common[7] = report[10]; flag0 0x80.",0x31,common[7] bits 4-5 = report[10],,,,,MONTOU,,,,,,
dualsense.alto_falante_som_saindo_dados_de_udio.usb,dualsense,audio,Alto-falante — SOM SAINDO (dados de áudio),usb,sim,medido,"PARIDADE-SONY-01/SOM-02: funciona, e não passa pelo gamepad.",parcial,app/mic_monitor.py:235,alsa-pipewire,"Canais 1-2 da placa USB Audio de 4 canais do controle, via PipeWire/ALSA. Quem toca é o SISTEMA — o Hefesto só mexe nos registradores.",—,canais 1-2 do sink alsa_output.usb-...analog-surround-40,O Hefesto NÃO envia PCM. Ele mexe no volume e na rota de algo que outra pessoa toca.,,,,,,,,,,"Se a regra 75 (opt-in) estiver instalada, este caminho não existe: o controle perde áudio POR INTEIRO."
dualsense.alto_falante_som_saindo_dados_de_udio.bluetooth,dualsense,audio,Alto-falante — SOM SAINDO (dados de áudio),bluetooth,desconhecido,incerto,"Zero linhas de implementação. A metade de SAÍDA da ponte de áudio (o fone dela) precisa ser escrita à mão, do report ao PipeWire.",não,integrations/dualsense_bt_audio.py:219 (declaração sem uso),outro,NÃO IMPLEMENTADO. `BLOCO_SPEAKER = 0x13` está declarado em UMA linha e não é referenciado em nenhum caminho de escrita (confirmado hoje: as outras ocorrências são a dica de interface DICA_BLOCO_SPEAKER).,"0x39 ou 0x32 — CONTRADIÇÃO INTERNA, nenhum medido",não localizado,O host SABE fazer A2DP/HFP (o adaptador expõe org.bluez.Media1 com A2DP Source e Sink; a libspa-bluez5 traz aptX/LDAC/LC3/mSBC/G722). O CONTROLE é que não oferece.,,,,,,,,,,Pré-requisito declarado antes da primeira linha: decidir por MEDIÇÃO se o report é 0x39 (dualsense_bt_audio.py) ou 0x32 (referência canônica).
dualsense.sa_da_de_udio_dedicada_do_controle_distinta_.usb,dualsense,audio,Saída de áudio DEDICADA do controle (distinta do HDMI),usb,sim,medido,Nome do sink medido nesta máquina em 01/08: alsa_output.usb-Sony_Interactive_Entertainment_DualSense_Wireless_Controller-00.analog-surround-40,parcial,app/mic_monitor.py:227-246; assets/75-ps5-controller-disable-usb-audio.rules,alsa-pipewire,"O DualSense enumera como placa USB Audio própria (interfaces de classe 01: If0/If1/If2), perfil `Analog Surround 4.0`. Seleção de sink pelo PipeWire.",—,—,"O `-00` é o desempate POSICIONAL do PipeWire (a string de serial USB do DualSense é a mesma em todos) — NÃO é a identidade do controle. Dois DualSense no cabo publicam sinks cujos nomes não os distinguem, e `escolher_sink` devolve None de propósito nesse caso.",,,,,,,,,,Este é o canal em que moram os HAPTICS VCM (canais 3-4). A regra 75 mata os dois de uma vez.
dualsense.sa_da_de_udio_dedicada_do_controle.bluetooth,dualsense,audio,Saída de áudio DEDICADA do controle,bluetooth,não,medido,"MEDIDO em 07/08 na máquina dela: registro do BlueZ traz UUIDs HID 0x1124 + PnP 0x1200 e mais nada; Class of Device 0x002508 — major Peripheral, minor Gamepad, bit de ÁUDIO (0x200000) AUSENTE. O DualShock 4 dela traz o mesmo par.",não,,outro,Não existe. O aparelho não anuncia perfil de áudio Bluetooth.,—,—,"IMPOSSÍVEL por A2DP/HFP: zero cards. A ponte por HID é o ÚNICO caminho concebível, e a metade de saída não tem código.",,,,,,,,,,"docs/usage/bluetooth.md:138-141 AINDA diz que o áudio por BT ""usa protocolo proprietário e continua fora de escopo"" — dívida apontada em 03/08 e não paga em 10/08."
dualsense.fone_de_ouvido_jack_do_controle_volume.usb,dualsense,audio,Fone de ouvido (jack do controle) — VOLUME,usb,sim,inferido-do-codigo,O kernel desta máquina NOMEIA headphone_volume com comentário `0x0 - 0x7f` — a faixa está no fonte.,sim,core/backend_pydualsense.py:2497-2610; core/ds_output_report.py:74,hidraw,"output 0x02, common[4], teto 0x7F, autorizado por valid_flag0 bit4 (0x10). Escrito com o MESMO valor do alto-falante em toda chamada de set_speaker_volume.",0x02,common[4] = report[5]; flag0 0x10,,,,,MONTOU,,,,,,"O bit de AUTORIZAÇÃO, porém, NÃO está no kernel: ele define SPEAKER_VOLUME_ENABLE (bit5), MIC_VOLUME_ENABLE (bit6) e AUDIO_CONTROL_ENABLE (bit7), mas nenhum bit4 para o fone. O VALID_FLAG0_HEADPHONE_VOLUME = 0x10 desta árvore é de fonte de COMUNIDADE. E a curva foi levantada pelo ALTO-FALANTE: se o amplificador do fone usar os 255 de verdade, quem tiver headset perde o curso acima de 102. Nunca medido."
dualsense.fone_de_ouvido_jack_do_controle_volume.bluetooth,dualsense,audio,Fone de ouvido (jack do controle) — VOLUME,bluetooth,sim,inferido-do-codigo,,sim,"core/backend_pydualsense.py:2497-2610, :852",hidraw,"output 0x31, common[4] = report[7]; flag0 0x10.",0x31,common[4] = report[7],,,,,MONTOU,,,,,,
dualsense.udio_leitura_de_volta_qualquer_registrador.ambos,dualsense,audio,Áudio — LEITURA de volta (qualquer registrador),ambos,não,inferido-do-codigo,"`release_speaker_volume` zera os quatro bytes e o pré-amp e mata a preferência guardada, mas NÃO restaura valor nenhum.",não,"core/backend_pydualsense.py:674-687, :2612-2652",outro,"Não existe. Não há report de entrada nem feature que devolva volume, rota, pré-amp ou o mudo de firmware.",—,—,"O que se devolve é o CONTROLE, nunca o número — o firmware fica com o último valor que mandamos.",,,,,,,,,,Nenhum texto do produto pode prometer restauração. É por isso que `speaker mute` como primeira escrita é RECUSADO.
